question_number,question_head_prompt,question_body_prompt,question_tail_prompt,option_1,option_2,option_3,option_4,option_5,option_6,option_7,option_8,option_9,option_10
Q11[02][F],none,three sources listed question 10 prefer use get information city services news events,2nd,10. TV news outlets,03. By calling the City,05. The City website,14. Riveria Beach Magazine,09. City e-newsletter,04. Instagram,07. Facebook,06. Mailers,15. Other,11. Newspapers
Q11[03][F],none,three sources listed question 10 prefer use get information city services news events,3rd,06. Mailers,01. By visiting City Hall,15. Other,09. City e-newsletter,07. Facebook,11. Newspapers,04. Instagram,14. Riveria Beach Magazine,05. The City website,10. TV news outlets
Q12[01][F],housing,please rate satisfaction following items,1 availability housing options price range,Dissatisfied,Neutral,Very Dissatisfied,Satisfied,Very Satisfied,Don't Know,,,,
Q12[02][F],housing,please rate satisfaction following items,2 availability range housing types eg apartments townhomes condos duplexes single family,Neutral,Satisfied,Very Dissatisfied,Dissatisfied,Very Satisfied,Don't Know,,,,
Q12[03][F],housing,please rate satisfaction following items,3 efforts city expand preserve housing affordable,Very Dissatisfied,Neutral,Don't Know,Dissatisfied,Very Satisfied,Satisfied,,,,
Q13[01][F],none,think number variety places live work play [city name] would like see fewer following types places [city name],01 educational facilities daycares trade schools private schools charter schools,See about the same,Don't know,See more,See fewer,,,,,,
Q13[02][F],none,think number variety places live work play [city name] would like see fewer following types places [city name],02 historic monuments murals,See about the same,See more,Don't know,See fewer,,,,,,
Q13[03][F],none,think number variety places live work play [city name] would like see fewer following types places [city name],03 small scale multiunit housing motherinlaw suite smaller units attached detached main house duplex triplex smaller size homes sharing lawn etc,Don't know,See more,See fewer,See about the same,,,,,,
Q13[04][F],none,think number variety places live work play [city name] would like see fewer following types places [city name],04 carwash,See about the same,See fewer,See more,Don't know,,,,,,
Q13[05][F],none,think number variety places live work play [city name] would like see fewer following types places [city name],05 restaurants coffee shops cafes smoothie shops bars,See more,See about the same,See fewer,Don't know,,,,,,
Q13[06][F],none,think number variety places live work play [city name] would like see fewer following types places [city name],06 entertainment venues bowling movies jump gyms racetracks etc,See more,See about the same,See fewer,Don't know,,,,,,
Q13[07][F],none,think number variety places live work play [city name] would like see fewer following types places [city name],07 public parks recreation places play ages trails linear parks,See more,See about the same,Don't know,See fewer,,,,,,
Q13[08][F],none,think number variety places live work play [city name] would like see fewer following types places [city name],08 grocery stores markets,See about the same,See more,See fewer,Don't know,,,,,,
Q13[09][F],none,think number variety places live work play [city name] would like see fewer following types places [city name],09 beauty salons barber shops nail salons,See about the same,Don't know,See more,See fewer,,,,,,
Q13[10][F],none,think number variety places live work play [city name] would like see fewer following types places [city name],10 medical health care,See about the same,See more,See fewer,Don't know,,,,,,
Q13[11][F],none,think number variety places live work play [city name] would like see fewer following types places [city name],11 makerspaces community operated spaces people common interests like woodwork crafts commercial kitchens etc,Don't know,See more,See about the same,See fewer,,,,,,
Q13[12][F],none,think number variety places live work play [city name] would like see fewer following types places [city name],12 librariesbookstores,See about the same,See more,See fewer,Don't know,,,,,,
Q13[13][F],none,think number variety places live work play [city name] would like see fewer following types places [city name],13 mid high rise apartments 4 floors,Don't know,See fewer,See about the same,See more,,,,,,
Q13[14][F],none,think number variety places live work play [city name] would like see fewer following types places [city name],14 retail shopping plazas,See about the same,See fewer,See more,Don't know,,,,,,
Q13[15][F],none,think number variety places live work play [city name] would like see fewer following types places [city name],15 fitness centers gyms dance schools yoga studio etc,See more,See about the same,See fewer,Don't know,,,,,,
Q13[16][F],none,think number variety places live work play [city name] would like see fewer following types places [city name],16 mixed use buildings businesses bottom another use top apartments,Don't know,See about the same,See more,See fewer,,,,,,
Q13[17][F],think number variety places live work play [city name] would like see fewer following types places [city name],17 public gathering places plazas courtyards,none,See about the same,See more,Don't know,See fewer,,,,,,
Q13[18][F],none,think number variety places live work play [city name] would like see fewer following types places [city name],18 warehousesstorage warehouses,Don't know,See about the same,See fewer,See more,,,,,,
Q13[19][F],none,think number variety places live work play [city name] would like see fewer following types places [city name],19 pet friendly amenities,See about the same,See more,See fewer,Don't know,,,,,,
Q13[20][F],none,think number variety places live work play [city name] would like see fewer following types places [city name],20 cultural facilities community center museums performing arts outdoor amphitheaters,See about the same,See more,See fewer,Don't know,,,,,,
Q14[01][F],none,please rate level agreement following statements,1 city [city name] safe community,Disagree,Agree,Strongly Disagree,Strongly Agree,Don't Know,,,,,
Q14[02][F],none,please rate level agreement following statements,2 city [city name] affordable community,Don't Know,Strongly Agree,Agree,Strongly Disagree,Disagree,,,,,
Q14[03][F],none,please rate level agreement following statements,3 government city [city name] transparent organization,Disagree,Don't Know,Strongly Disagree,Agree,Strongly Agree,,,,,
Q14[04][F],none,please rate level agreement following statements,4 city [city name] communicates engages public well,Disagree,Strongly Agree,Don't Know,Strongly Disagree,Agree,,,,,
Q14[05][F],none,please rate level agreement following statements,5 proud say enjoy working living playing city [city name],Disagree,Strongly Agree,Agree,Strongly Disagree,Don't Know,,,,,
Q15[T],none,types businesses industries would like see riveria beach,none,Sports stores,bowling alley,"I am looking for high-quality restaurants in this area. Unfortunately, we don't have any good options here, and whenever a new restaurant opens, it usually turns out to be mediocre. This region has a unique Key West vibe, and I believe we need an attractive anchor restaurant that can draw people from West Palm and Lake Park. We need a trendy restaurant with a well-designed interior and a menu catering to various customer segments. If I had the power, I would place an anchor restaurant on the water next to the Marina Grand, so that it has a public view of the water. I would also like to see a restaurant in the strip malls on Blue Heron or a proposed mixed-use development with indoor/outdoor seating or rooftop scenarios. An ideal option would be a restaurant with an enclosed patio at the back. Additionally, I would love to see a coffee shop, a yoga or Pilates studio, and a hip co-working space where I can rent a desk. I believe Riviera Beach needs to develop an industry plan that works well together and gives the city a sense of place. Currently, it feels like an industrial/logistics with a bedroom community jammed against it, there is no in-between. I would like to see more light industry or professional services filler such as law firms, financial services, etc. Lastly, I would love to see some live/work art studios along the working waterfront. ","Supermarket, gym, shopping center ","More plaza and high level restaurants also entertain me t for family we should be able to work, live and play in our community. We need a good rec center with ballet, karaoke, Pilates classes and etc for a more healthier living",More focus on private businesses of all sorts - Less of not for profit and government.,fresh fruits and vegetable sandwich shops,"Grocery stores.  More cultural centers and programs. More opportunities for local artists, more large scale events","entertainment areas such as bowling, movies, etc","Grocery Store
More activities for youth"
Q16[01][K],none,budget 100 services provided city riveria beach would allocate funds among categories,please sure total adds 100,30.0,50.0,75.0,20.0,25.0,45.0,10.0,100.0,35.0,0.0
Q16[02][K],none,budget 100 services provided city riveria beach would allocate funds among categories,please sure total adds 100,25.0,30.0,0.0,20.0,35.0,15.0,10.0,50.0,100.0,5.0
Q16[03][K],none,budget 100 services provided city riveria beach would allocate funds among categories,please sure total adds 100,45.0,40.0,50.0,25.0,20.0,35.0,100.0,75.0,10.0,30.0
Q16[04][K],none,budget 100 services provided city riveria beach would allocate funds among categories,please sure total adds 100,20.0,100.0,30.0,15.0,70.0,25.0,10.0,35.0,50.0,40.0
Q16x4[T],none,please define,none,"Concerts, gatherings etc",Stop focusing so much on government functions and focus instead on drawing private businesses and developers who then would increase the tax base - Instead of how the City currently does it - focus the majority of efforts on government employees and services without a focus on the tax base first as a driving force.  Backwards approach,Affordable housing for artists ,"The streets of Monroe Heights redone.
Very poorly planned.",EVENT SPACE THAT CAN SUPPORT COMMUNITY USEAGE,RESTAURANTS/ENTERTAINMENT,PAVING ROADS-FIX THE ROADS AND INVESTORS WILL COME,Repairs as they come throughout the city the broken splash pad in the city,Community engagement ,Any other amnesty that is conducive to the citizens of Riviera Beach. 
